line,text,uniqueID
468,have a fireplace I do like how I could,ep059
471,be in the kitchen and I could be cooking,ep059
474,we can have people sitting here but,ep059
477,definitely not my chef's kitchen yeah,ep059
480,it's a little dated it's gonna need some,ep059
483,work I think if we wanted to open this,ep059
486,up a little bit more this might have to,ep059
489,go I think we would probably go with,ep059
492,different colors too like white we,ep059
495,brighten it up it sounds like so much,ep059
498,work it's pretty dated Paul is very,ep059
501,ambitious I love that about him but it,ep059
504,also makes him a little crazy when it,ep059
507,comes to all of the remodeling that he,ep059
510,wants to do we literally just had a baby,ep059
513,so it's overwhelming right now,ep059
516,looking around I mean there's there's,ep059
519,tons of real estate so I don't know if I,ep059
522,would say tons I don't love that I can,ep059
525,see all of our neighbors where's the hot,ep059
528,tub no hot tub,ep059
531,fire pit nope all right I feel a little,ep059
534,bit better I don't back inside they look,ep059
537,at a bedroom and a bathroom did you step,ep059
540,up for this yeah it's a step up like,ep059
543,literally a cave shower and I just think,ep059
546,we would have to rearrange this because,ep059
549,there's maybe potential but this is,ep059
552,taking up so much space the other,ep059
555,bedroom alrighty,ep059
558,Oh a Christian could sleep in one of,ep059
561,these the bunk bed is awesome we've got,ep059
564,a full over full so we can sleep more,ep059
567,people which is gonna be great value and,ep059
570,I think what I see here is a trundle I'm,ep059
573,a vacation rental standpoint this is,ep059
576,this is a tremendous amount of value for,ep059
579,just a small amount of space can we,ep059
582,negotiate this in no doubt okay the,ep059
585,trundle bed option that we found was,ep059
588,awesome that puts us in a position where,ep059
591,we can market this home as a vacation,ep059
594,rental that can sleep nine potentially,ep059
597,10 people annual revenue I think it's,ep059
600,gonna be in the twenty six thousand,ep059
603,range Paul is definitely the financial,ep059
606,planner of our family but for me I,ep059
609,definitely go to family I'm thinking,ep059
612,what kind of memories can we make here,ep059
615,okay this one's a little bit bigger it's,ep059
618,great to have a tub for Christian Oh,ep059
621,and so as you're taking a bath you can,ep059
624,do laundry that looks like so we've got,ep059
627,a washer/dryer within the bath okay not,ep059
630,crazy about this we can do stackables,ep059
633,right here's a master bedroom okay well,ep059
636,good it's bigger than the other ones,ep059
639,yeah,ep059
642,[Music],ep059
645,it's not a Civic lodge however the,ep059
648,location is perfect you know from a,ep059
651,vacation rental standpoint this is the,ep059
654,direction we want to go,ep059
657,I think the cottage look of it is super,ep059
660,cute but it's definitely a fixer-upper,ep059
663,and that's not what I wanted I think,ep059
666,what I want to see next I definitely,ep059
669,want to see the Pacific Lodge okay,ep059
672,but getting to Pauls Pacific Lodge is a,ep059
675,bit of a trek we are completely isolated,ep059
678,on our own but I like that there's no,ep059
681,other houses around no other people so,ep059
684,that's nice,ep059
687,[Music],ep059
690,this is a great area surrounded with all,ep059
693,these trees Paul and Amanda are in the,ep059
696,market for a vacation slash rental cabin,ep059
699,in the small mountain resort town of,ep059
702,Shaver Lake California however making,ep059
705,sure the home appeals to renters is more,ep059
708,of a priority for Paul than it is for,ep059
711,Amanda I am very much more family minded,ep059
714,when I'm thinking of this place and I,ep059
717,know Paul is thinking let's make some,ep059
720,"money working with a budget of $400,000",ep059
723,they've seen a cozy cottage perfect for,ep059
726,Amanda but it needed a lot of work and,ep059
729,Paul prefers more of a Pacific Lodge,ep059
732,style look at this view that's beautiful,ep059
735,I'm showing you this house today - Paul,ep059
738,and Amanda because this is a Pacific,ep059
741,lodge and it's pretty much turnkey that,ep059
744,we're 10 to 12 minutes away from the,ep059
747,village maybe 15 18 minutes away from,ep059
750,the lake it did take a long time to get,ep059
753,up here you can't even see a house,ep059
756,we are completely isolated on our own,ep059
759,but I like that there's no other houses,ep059
762,around no other people so that's nice hi,ep059
765,Ron morning what do you think I think,ep059
768,this is perfect this is the Pacific,ep059
771,Lodge you know this has got the real,ep059
774,nice wood warm feel it's definitely not,ep059
777,my cottage style but I do think it's,ep059
780,charming,ep059
783,what aspects it's 2 bedroom bath and a,ep059
786,half you're gonna find the inside very,ep059
789,interesting because the second bedroom,ep059
792,is actually a large loss that's been,ep059
795,"divided into it's listed at $379,000",ep059
798,enter revenue maybe 15 to 25 30 thousand,ep059
801,a year,ep059
804,perfect oh my gosh look at this this is,ep059
807,the Pacific Lodge yes it ceilings wood,ep059
810,accent walls this is fantastic,ep059
813,I like it which I'm surprised because,ep059
816,it's not my cottage yeah they did a,ep059
819,great job with this what do you think,ep059
822,about the openness I think it's great,ep059
825,there's a lot of room we could have the,ep059
828,whole family here I could see us doing,ep059
831,Thanksgiving here yeah are they counting,ep059
834,this as a bedroom yes it's got four beds,ep059
837,can actually sleep six people oh that's,ep059
840,great that's a huge plus I don't know,ep059
843,how I feel about that,ep059
846,that's dangerous I mean the kids could,ep059
849,just fall off the loft this is called,ep059
852,liability,ep059
855,all right can we take a look at the,ep059
858,kitchen please look at this look at the,ep059
861,dark knots on the cabinets this is,ep059
864,beautiful craftsmanship is impeccable,ep059
867,look at all the detail here they did a,ep059
870,really nice job of complementing,ep059
873,high-end appliances what still a rustic,ep059
876,feel and then wood-burning stove does,ep059
879,that work yes oh this is great oh man,ep059
882,this is spectacular look at these views,ep059
885,this is incredible I love this is our,ep059
888,hot tub no hot tub no fire pit no fire,ep059
891,pit I love it yeah that's perfect for me,ep059
894,the bedrooms back in the opposite corner,ep059
897,okay it's small I mean I like what they,ep059
900,did with the furniture here is this,ep059
903,furniture included can we mr. Ghoshal,ep059
906,okay okay I like it across here is their,ep059
909,full bath all right custom made yeah I,ep059
912,like that they head upstairs to look at,ep059
915,the loft this is a Donna massive loft,ep059
918,that concerns me,ep059
921,honestly I feel like this is a,ep059
924,deal-breaker this is just,ep059
927,yeah the fabric separating yeah I love,ep059
930,the idea that we're sleeping six people,ep059
933,up here but I mean do you want to sleep,ep059
936,this close to everybody all right a,ep059
939,little tiny bath I think it's simple it,ep059
942,does the job but there is no shower and,ep059
945,there's no bath to have a half bath,ep059
948,upstairs where you're sleeping six,ep059
951,people that's just a equation for,ep059
954,disaster there's your walk-in closet no,ep059
957,that's a closet,ep059
960,this is awesome oh my gosh,ep059
963,so what do you think of a house you have,ep059
966,the pine vaulted ceilings it is the,ep059
969,definition of a Pacific lodge it's not,ep059
972,my cottage but I love the charm of it I,ep059
975,love the character it's move-in-ready,ep059
978,but the big things you know that really,ep059
981,concern me is the distance how far took,ep059
984,us get out here the whole loft situation,ep059
987,really cool idea but not as a bedroom so,ep059
990,is there something else that you can,ep059
993,show us it's maybe closer to town that's,ep059
996,more aligned with features of a rental I,ep059
999,think so location and size aren't an,ep059
1002,issue with this next house but it too,ep059
1005,has its issues I don't like the gray,ep059
1008,yeah it's kind of bland new parents Paul,ep059
1011,and Amanda are searching the small,ep059
1014,mountain resort town of Shaver Lake,ep059
1017,California for a vacation cabin that,ep059
1020,they can rent out when they're not using,ep059
1023,"it but in their $400,000 price range",ep059
1026,they're having trouble finding a place,ep059
1029,that balances her wish for a,ep059
1032,family-friendly cozy cottage and his,ep059
1035,desire for a Pacific Lodge style home,ep059
1038,that he thinks will get the best rental,ep059
1041,rate,ep059
1044,so far they've seen a cottage that was,ep059
1047,within walking distance of the village,ep059
1050,and lake but it needed work and was too,ep059
1053,close to the neighbors for Amanda,ep059
1056,then they saw Pacific lodge with amazing,ep059
1059,views but it was isolated and the,ep059
1062,bedroom layout wasn't ideal,ep059
1065,[Music],ep059
1068,- beautiful day so now their real-estate,ep059
1071,agents lined up a place he hopes will be,ep059
1074,a good compromise just a 5-minute drive,ep059
1077,to the village and ten minutes to the,ep059
1080,lake this home isn't too remote and has,ep059
1083,been completely updated very traditional,ep059
1086,no it's not the Pacific lodge that I,ep059
1089,like not my cottage either but it's,ep059
1092,still cute well it was built in 1992,ep059
1095,it's got three bedrooms and three,ep059
1098,bathrooms it also has a little upstairs,ep059
1101,loft and bonus it's got two car garage,ep059
1104,oh nice with easy access so give me the,ep059
1107,other side of the equation the catch,ep059
1110,yes 449 is it asposed okay and the,ep059
1113,furniture and decor is not included I,ep059
1116,don't like the gray yeah it's kind of,ep059
1119,bland I like this deck out here oh wow,ep059
1122,this is beautiful this is the Pacific,ep059
1125,Lodge I was looking for I love that they,ep059
1128,painted this white but then it's nice,ep059
1131,that they left some of it exposed so,ep059
1134,this is a little a little tricky I'm,ep059
1137,thinking about Christian with these,ep059
1140,stairs just dangerous to me I just think,ep059
1143,about the kids running up and down the,ep059
1146,stairs following up and down the stairs,ep059
1149,oh wow this is beautiful this is it I,ep059
1152,love the wood I love the stone oh and,ep059
1155,this deck wraps all the way around,ep059
1158,that's awesome gosh the price tag does,ep059
1161,it's making more sense now,ep059
1164,this is really nice this kitchen is,ep059
1167,beautiful look at how modern everything,ep059
1170,is I love the granite yeah I agree,ep059
1173,as much as I'm preaching I want the,ep059
1176,Pacific Lodge when it comes to the,ep059
1179,kitchen I want something clean and want,ep059
1182,something fresh modern and I think this,ep059
1185,does it this is perfect,ep059
1188,this is open-concept how far out does,ep059
1191,this property go only another 50 or 60,ep059
1194,feet,ep059
1197,that's enough space for a fire pit we've,ep059
1200,got that open land though that is,ep059
1203,amazing you see how you just avoided the,ep059
1206,fire pit altogether is there a hot tub,ep059
1209,no all right this is a win they take a,ep059
1212,look at the loft space off the living,ep059
1215,room,ep059
1218,and here on the right we have a bathroom,ep059
1221,with laundry this is a nice size yeah I,ep059
1224,don't think it's a deal to have washer,ep059
1227,and dryer here and depend Roomster down,ep059
1230,here they go downstairs to look at two,ep059
1233,bedrooms I love the ceiling it's all,ep059
1236,naughty Oh naughty,ep059
1239,okay and another full bath nice cute,ep059
1242,lamp here we have the master oh wow,ep059
1245,man this is great I like the windows and,ep059
1248,then there's an ensuite bathroom this is,ep059
1251,so cool wow this is like a hotel I think,ep059
1254,this is the first home that we've seen,ep059
1257,that actually has two tubs what do you,ep059
1260,think you know it doesn't have the curb,ep059
1263,appeal but it has a Pacific logs written,ep059
1266,over every single room everything is big,ep059
1269,and open this is turnkey however is it,ep059
1272,going to generate that rental revenue,ep059
1275,it's not what you business to the,ep059
1278,village you know we're not walking,ep059
1281,distance to the lake that's a concern,ep059
1284,it's not a single level and I wish it,ep059
1287,was we definitely have a lot to talk,ep059
1290,about,ep059
1293,to determine which house will be the,ep059
1296,right kind of vacation slash rental they,ep059
1299,need Paul and Amanda we'll have to see,ep059
1302,if styled amount of work or location,ep059
1305,takes priority final decision final,ep059
1308,decision,ep059
1311,[Music],ep059
1314,Paul and Amanda are ready to buy a,ep059
1317,vacation slash rental cabin in Shaver,ep059
1320,Lake California having looked at several,ep059
1323,"options in their $400,000 price range",ep059
1326,they're ready to make a decision you,ep059
1329,know we've got the cottage in the,ep059
1332,village at 359 it's walking distance to,ep059
1335,the village it's walking distance to the,ep059
1338,lake it meets some of those like perfect,ep059
1341,choir ms4 you know what we need from a,ep059
1344,rentability standpoint but it's not what,ep059
1347,I want it's not the Pacific lodge see,ep059
1350,and I love the look of it there's my,ep059
1353,cottage it's so cute it is single level,ep059
1356,so I love the exterior but it's a,ep059
1359,fixer-upper it's not isolated like I,ep059
1362,like I like to feel that privacy what,ep059
1365,about the Pacific Lodge up on the hill,ep059
1368,beautiful views you know listen at 379,ep059
1371,it's beautiful we don't have to do,ep059
1374,anything to it and I'm so excited about,ep059
1377,that but it is complete isolation you,ep059
1380,know you're in the woods we were way out,ep059
1383,there I thought that was kind of a plus,ep059
1386,but the loft situation it just doesn't,ep059
1389,work I didn't see some dangerous things,ep059
1392,happening with Christian falling over,ep059
1395,that log then we have the traditional,ep059
1398,home so definitely outside of our price,ep059
1401,range at 449 the exterior looks like,ep059
1404,just any other house but I mean the,ep059
1407,inside was spectacular it really did,ep059
1410,have that Pacific lodge warm feel,ep059
1413,it was beautiful and then it's turnkey,ep059
1416,but it's a big price tag it's definitely,ep059
1419,out walking this into the lake,ep059
1422,the village I I think we need to make a,ep059
1425,decision what do you think I know I want,ep059
1428,to turnkey but I love the cottage it's,ep059
1431,not the Pacific Lodge but we're still,ep059
1434,within budget and we're gonna have money,ep059
1437,and do the remodel I'm not excited about,ep059
1440,fixing something up but I could really,ep059
1443,put my own personal stamp on that place,ep059
1446,this is gonna be great for for renters,ep059
1449,as a vacation rental and it's gonna be,ep059
1452,perfect for our family all right final,ep059
1455,decision final decision cottage,ep059
1458,I found the job we were looking for it,ep059
1461,feels great to finally have our vacation,ep059
1464,home and I love that it's a cottage I,ep059
1467,love that it's got great proximity to,ep059
1470,the village and the lake this is what it,ep059
1473,would look like here I think it's great,ep059
1476,the house was listed at 359 and we ended,ep059
1479,up at 300 thousand the furniture,ep059
1482,situation was all negotiated in in the,ep059
1485,final prices all right we took,ep059
1488,possession of the house about two weeks,ep059
1491,ago and we jumped right in with all of,ep059
1494,the renovations right on the gates you,ep059
1497,know one to freshen up everything so we,ep059
1500,repainted all of the rooms a really,ep059
1503,fresh bright white we had pulled out,ep059
1506,that old wood-burning stove put in this,ep059
1509,massive fireplace do you remember before,ep059
1512,these were cabinets we wanted it more,ep059
1515,open concept so we knocked out the,ep059
1518,cabinets the existing cabinets we're,ep059
1521,just gonna freshen them up give it a,ep059
1524,nice facelift nice bright white yeah and,ep059
1527,then we're gonna do blue for the lowers,ep059
1530,just to give it a pop of color the next,ep059
1533,big step is the countertops a man in,ep059
1536,fact that are really beautiful quartz,ep059
1539,like countertops then the backsplash,ep059
1542,guys are coming in the next day so,ep059
1545,that'll be a subway a really clean white,ep059
1548,subway tile I'm gonna get some snow,ep059
1551,Paul's done a really great job with,ep059
1554,sectioning off our renovation process,ep059
1557,we're in phase 1 currently phase 2 is,ep059
1560,bathroom renovation we're planning on,ep059
1563,gutting both bathrooms and just starting,ep059
1566,from scratch celebration my biggest,ep059
1569,compromise in buying this house is that,ep059
1572,it's a fixer-upper but it's been so fun,ep059
1575,to personalize this space and now,ep059
1578,Christian's gonna grow up in the,ep059
1581,mountain we're gonna come up here all,ep059
1584,the time and he'll have such a great,ep059
1587,childhood,ep059
12,Wow geez gorgeous recent transplants,ep060
15,Ryan and Jamie are searching for their,ep060
18,first home in rural Washington State,ep060
21,this is awesome yeah I can really,ep060
24,entertain here I like how modern the,ep060
27,countertops are Wow whoa he wants a,ep060
30,place in the country it's five acres we,ep060
33,have chickens pigs but she wants a home,ep060
36,closer to town yeah I think it's super,ep060
39,cute it feels just like home where I,ep060
42,grew up and as with most first-timers,ep060
45,this house hunt will come with,ep060
48,compromises,ep060
51,I don't like counterspace feel like I'm,ep060
54,living it this isn't like a cabin oh,ep060
57,it's pretty small,ep060
60,this seems modern to me it's bright I,ep060
63,wish the whole house would look like,ep060
66,this,ep060
69,[Music],ep060
72,yeah I can't update the logo for you my,ep060
75,name is Jamie and I do real estate,ep060
78,photography and digital media marketing,ep060
81,for local businesses here my name is,ep060
84,Ryan and I work for the state Fish and,ep060
87,Wildlife we live in Twisp Washington,ep060
90,we've been here about three years got,ep060
93,NASPA invited us over for a barbecue,ep060
96,Wyatt Jamie is the funny one she has a,ep060
99,lot of personality and a lot of energy,ep060
102,she's my closest friend Ryan,ep060
105,I call him my sexy nerd because he's a,ep060
108,biologist so he really cares about the,ep060
111,environment but he's attractive so it's,ep060
114,really nice to be able to have someone,ep060
117,with brains and brawn I guess I third,ep060
120,blue one in there you gotta go back we,ep060
123,are both from a suburb of Chicago we,ep060
126,went to the same high school together so,ep060
129,we've known each other like half our,ep060
132,lives but we didn't actually start,ep060
135,seeing each other till after we,ep060
138,graduated college we both moved to the,ep060
141,west coast I used to live in Los Angeles,ep060
144,so Ryan had found a job in Sacramento to,ep060
147,try to get as close as possible but a,ep060
150,job opportunity for Ryan as a state,ep060
153,biologist meant yet another move this,ep060
156,time up north to Washington State,ep060
159,because my occupation um it's very,ep060
162,specialized and so I can only work in a,ep060
165,few areas where these sort of jobs exist,ep060
168,central Washington with a spot that I've,ep060
171,been looking at for years because it's,ep060
174,such a beautiful place,ep060
177,Jamie joined him and they've lived here,ep060
180,for three years now what I like about,ep060
183,there is that there's more public land,ep060
186,than anywhere in the northwest every,ep060
189,weekend we go hiking,ep060
192,Ryan fishes I run on all the trails it's,ep060
195,a really cool area right now we're,ep060
198,renting we decided to buy now just to,ep060
201,have something that's our own we are,ep060
204,both first-time homebuyers,ep060
207,and there's no starting homes here,ep060
210,there's no condos no townhouses so you,ep060
213,need to buy like a big ol 3-bedroom,ep060
216,you're gonna have your kids here someday,ep060
219,tryin to house but the highest we're,ep060
222,"willing to go is about $400,000 look at",ep060
225,this I love these boots and while they,ep060
228,love living in Twisp they're also,ep060
231,considering buying in the town of,ep060
234,Winthrop ten minutes to the north,ep060
237,Winthrop is the town that people from,ep060
240,Seattle come to visit,ep060
243,it's the tourist town its western themed,ep060
246,Winthrop is where all the nightlife is,ep060
249,as much of the nightlife is this,ep060
252,community for back,ep060
255,I really don't want like a giant log,ep060
258,home no I don't want log either my,ep060
261,favorite architectural style is,ep060
264,contemporary I like a little bit of,ep060
267,luxury but the style of house in this,ep060
270,area is built from scratch a lot of log,ep060
273,homes a lot of people would tell you,ep060
276,it's charming I find it a little old and,ep060
279,dated my favorite architectural style is,ep060
282,something that seems durable pretty,ep060
285,simple kind of like the old pioneer,ep060
288,Prairie homes for bedrooms I think three,ep060
291,bedrooms,ep060
294,all right so guest room our bedroom I,ep060
297,want an office I really like an open,ep060
300,layout too because we live in such a,ep060
303,beautiful place we're always having,ep060
306,friends come visit I'm going to be nice,ep060
309,to have a house is a little bigger for,ep060
312,"entertaining up to about 2,000 square",ep060
315,feet a large kitchen having modern,ep060
318,countertops would be great I really,ep060
321,would like a master bathroom right now,ep060
324,we have to walk across the house every,ep060
327,single time we have to pee I would like,ep060
330,a house that's near a running trail or a,ep060
333,hiking trail I really would like to have,ep060
336,beautiful views from the house besides,ep060
339,the property is very important to me in,ep060
342,terms of livestock having a few acres to,ep060
345,allow them to spread out would be really,ep060
348,helpful we're gonna do two pigs chickens,ep060
351,I don't know why I already have two,ep060
354,gardens but I can have more gardens you,ep060
357,can always have more gardens I might cap,ep060
360,you on the biggest thing though is that,ep060
363,I don't want it we already live sort of,ep060
366,in the middle of nowhere so I don't want,ep060
369,a house in the middle of nowhere in the,ep060
372,middle of nowhere having a place closer,ep060
375,to town where the nightlife is would be,ep060
378,better for me you guys like salsa yeah,ep060
381,me my favourite Juanita's we've been,ep060
384,together a long time I mean I think we,ep060
387,do it finally feel like maybe we're,ep060
390,getting a little secure in life,ep060
393,occasionally as well as emotionally so I,ep060
396,think this home sort of represents the,ep060
399,next step,ep060
402,[Music],ep060
405,first up there bro quran' has found a,ep060
408,home in the countryside a few miles,ep060
411,outside Winthrop this place is on five,ep060
414,acres yeah I do like it it's a very,ep060
417,clean look straight lines it's nice so,ep060
420,being a city girl being in the country,ep060
423,is pretty intimidating for me just,ep060
426,something I need to get used to so this,ep060
429,"house is three bedrooms two baths 2,500",ep060
432,"square feet and it's listed for $400,000",ep060
435,that's right at the top of our budget,ep060
438,that's pretty high,ep060
441,so here's the foyer there was an,ep060
444,original log cabin then they added on,ep060
447,and built the big beautiful house on to,ep060
450,it why don't you follow me into the,ep060
453,guest room yeah you could always maybe,ep060
456,whitewash or sand this to kind of tone,ep060
459,it down a little bit yeah this one dark,ep060
462,maybe changing the carpet yeah yeah it,ep060
465,matches the log this is like a cabin but,ep060
468,look at the view from here you can,ep060
471,mountain bike ski and run right out on,ep060
474,these trails out here fast like that,ep060
477,yeah so over here's the bathroom a,ep060
480,little bit more log yeah and the sink is,ep060
483,way more modern than I would have,ep060
486,thought it was actually it's kind of,ep060
489,nice look how big this kitchen is dining,ep060
492,space,ep060
495,whoo there's a lot of storage space,ep060
498,don't really like the tile,ep060
501,it seems gonna be hard to keep clean,ep060
504,this oven is really dated this is pretty,ep060
507,old but you know it functions just fine,ep060
510,and over time you can pick out the one,ep060
513,that really fits and works for you,ep060
516,"mm-hmm the $400,000 price tag is making",ep060
519,me really nervous and the house is a,ep060
522,little bit of a fixer-upper so we might,ep060
525,even spend more money than that and I,ep060
528,don't know if we have it Wow whoa this,ep060
531,is like night and day from the log room,ep060
534,it's like a completely different house I,ep060
537,really like the view from the sunroom I,ep060
540,think that really takes everything we,ep060
543,have in a valley and pulls it into the,ep060
546,home wait to see the outside view from,ep060
549,the terrace yeah,ep060
552,Wow geez that view that's gorgeous it's,ep060
555,incredible it was pretty amazing,ep060
558,how much of this is ours it rent down to,ep060
561,this fence line right down here at the,ep060
564,bottom of the hill and that runs around,ep060
567,this Knoll and out to the driveway wow,ep060
570,it's pretty big it's almost too big it's,ep060
573,kind of intimidating take care of yeah,ep060
576,look at the view it is in crisis so come,ep060
579,check out this living room slap more log,ep060
582,again yeah have you was really good,ep060
585,though,ep060
588,the view is awesome but like I don't,ep060
591,want a log house and this is way more,ep060
594,log and I was expecting to be honest,ep060
597,next it's upstairs to see the master,ep060
600,bedroom,ep060
603,this spacious lovely large master closet,ep060
606,oh yeah that's nice this was the,ep060
609,addition that was added on with the,ep060
612,sunroom oh yeah so it different and I'd,ep060
615,like how this room is constructed this,ep060
618,seems modern to me it's bright I wish,ep060
621,the whole house look like this that's,ep060
624,kind of like a clean slate it doesn't,ep060
627,have a lot but you can change it to,ep060
630,whatever you need where's the master,ep060
633,bathroom well there isn't a master bath,ep060
636,connected to the master bedroom it's,ep060
639,actually down the hall I am so,ep060
642,disappointed if we're going to be buying,ep060
645,a home especially at the top of our,ep060
648,price range that's something I was,ep060
651,really expecting it's pretty good-sized,ep060
654,wow it does look like a master bathroom,ep060
657,even though it's all be over here yeah,ep060
660,it is pretty big so Ryan around the,ep060
663,corner there is the third bedroom yeah,ep060
666,it's pretty nice to make a really good,ep060
669,office,ep060
672,[Music],ep060
675,I really love the views they're gorgeous,ep060
678,the sunroom has a lot to offer yeah I,ep060
681,will admit though I am really,ep060
684,disappointed in how much walk there is I,ep060
687,really do like the five acres it's,ep060
690,enough land for us to spread out and,ep060
693,feel a little bit distant from the,ep060
696,neighbors the kitchen was so spacious,ep060
699,for you and although the appliances,ep060
702,definitely need an upgrade and speaking,ep060
705,of which there's no master bath so even,ep060
708,if we wanted to add it in I don't know,ep060
711,if we can afford that if we're already,ep060
714,spending you know our max comfort level,ep060
717,on this house,ep060
720,so now Anne has lined up a completely,ep060
723,updated cottage and twist,ep060
726,she thinks Jamie will love but Ryan,ep060
729,isn't sold I do like the look at the,ep060
732,cottage style but too close to the,ep060
735,neighbors,ep060
738,[Music],ep060
741,so tonight's you want to watch a movie I,ep060
744,don't know,ep060
747,does anyone movies you pick no it's,ep060
750,terrible Ryan and Jamie have up to four,ep060
753,hundred thousand dollars to buy their,ep060
756,first home near twist Washington he,ep060
759,wants acreage in the country where they,ep060
762,can raise animals but she's aiming for,ep060
765,an updated home close to town so far,ep060
768,they've seen a house on five acres for,ep060
771,Ryan but it was a little isolated for,ep060
774,Jamie and she thought the inside was too,ep060
777,dated and locked cabinets so now their,ep060
780,broker Ann is showing them a place right,ep060
783,in Twisp,ep060
786,the town where they're currently renting,ep060
789,the inside has been completely updated,ep060
792,yeah it's super adorable okay I do like,ep060
795,the look of the cottage style but too,ep060
798,close to the neighbors,ep060
801,I love how updated it is and I really,ep060
804,like that we're right next door to,ep060
807,neighbors it's actually a really,ep060
810,tight-knit community it feels just like,ep060
813,home where I grew up,ep060
816,it's two bedrooms with an office a,ep060
819,"little under 1,600 square feet and it's",ep060
822,listed at 240 which is way under budget,ep060
825,for you yeah that actually is really,ep060
828,affordable it's pretty small,ep060
831,yeah but been a really tall ceiling and,ep060
834,I really like the windows I mean this is,ep060
837,more light than our rental I like the,ep060
840,openness to the kitchen and see everyone,ep060
843,through yeah you know there is a dining,ep060
846,room right through here okay,ep060
849,this is the dining room ooh it'd be,ep060
852,difficult to get a table in here yeah,ep060
855,then we better have like a really tiny,ep060
858,table yeah I like how modern the,ep060
861,countertops are it's no texturing smooth,ep060
864,a little clean yeah I like a modern,ep060
867,kitchen for sure that's nice I think the,ep060
870,white cabinets and black and hour tops,ep060
873,I really like it yeah my favorite thing,ep060
876,about this house is how updated it is I,ep060
879,didn't realize I could find such a,ep060
882,modern looking house in this town this,ep060
885,is the guest room oh it's pretty small,ep060
888,Wow you could fit maybe one guest in,ep060
891,like a single bed we have a lot of,ep060
894,people come and stay for multiple days,ep060
897,so we need a little bigger area to,ep060
900,entertain,ep060
903,this is the only bathroom on the main,ep060
906,floor so it would serve as the master,ep060
909,bathroom really I mean you're having the,ep060
912,guest share space with a master I don't,ep060
915,really like that I really want a master,ep060
918,bathroom let's go take a look at the,ep060
921,master bedroom then it's alright size I,ep060
924,do like the windows in three windows,ep060
927,south-facing that gives a lot of light,ep060
930,in here that's true for this bedroom,ep060
933,that is like the best view I've seen so,ep060
936,far okay well let's go outside and check,ep060
939,out the backyard Wow look at this big,ep060
942,backyard like a big the trees are yeah,ep060
945,and actually I mean it's sort of blocks,ep060
948,off the houses for the neighbors I know,ep060
951,it's to give us some privacy yeah but it,ep060
954,still is pretty small I mean it's kind,ep060
957,of limiting I'm concerned about the yard,ep060
960,isn't quite large enough for the animals,ep060
963,that I want to have chickens and pigs,ep060
966,need enough space for the animals as,ep060
969,well as enough space to keep your,ep060
972,neighbors happy to back inside they head,ep060
975,down to the basement so let's go into,ep060
978,the bedroom first these two small be a,ep060
981,bedroom but it can work for my office,ep060
984,yeah so straight across the hall is,ep060
987,another bathroom that is some bright,ep060
990,flooring oh yeah like I'm in a bowling,ep060
993,alley,ep060
996,but hey I mean it's bigger than the,ep060
999,master bathroom upstairs but there is a,ep060
1002,laundry room back around the corner oh,ep060
1005,yeah yeah I like it it's a little bigger,ep060
1008,than a living room this would be the,ep060
1011,room that we can hang out in so we can,ep060
1014,host the guests upstairs but then we,ep060
1017,could put like a couch and TV down here,ep060
1020,and relax you know yeah media down here,ep060
1023,makes sense,ep060
1026,the price is fantastic on that price is,ep060
1029,so nice it was modern there's not much,ep060
1032,renovation that would go into it,ep060
1035,everything here is really updated modern,ep060
1038,I really like I feel like you like the,ep060
1041,kitchen right yeah I mean that's big,ep060
1044,enough for you and that was a big deal,ep060
1047,but I feel like the house is kind of,ep060
1050,small and right on top of the neighbors,ep060
1053,like we're definitely living in the city,ep060
1056,yeah but I find like the yard and the,ep060
1059,house to be super manageable I mean that,ep060
1062,also restricts what animals we can have,ep060
1065,here you know just two chickens in the,ep060
1068,gardens gonna be pretty small yeah,ep060
1071,actually it's big in a small the fact,ep060
1074,that there's no master bathroom sort of,ep060
1077,a disappointment so now an is lined up a,ep060
1080,place with more land and a master,ep060
1083,bathroom but can Jamie get past the,ep060
1086,style not a big fan of the wooden,ep060
1089,exterior,ep060
1092,[Music],ep060
1095,Ryan and Jamie have up to 400 grand to,ep060
1098,buy their first home near Twisp,ep060
1101,Washington he wants a home in the,ep060
1104,country with space for a garden and,ep060
1107,livestock and she wants an updated house,ep060
1110,close to town with modern amenities,ep060
1113,chief among them and attached master,ep060
1116,bath so far they've seen a house in the,ep060
1119,country for him and a cottage in town,ep060
1122,for her but neither place was a perfect,ep060
1125,fit so today their broker Anne has lined,ep060
1128,up a home a mile outside of Winthrop,ep060
1131,she thinks could be the perfect,ep060
1134,compromise it's sitting on a piece of,ep060
1137,property it's a little bit under 4 acres,ep060
1140,there's plenty of outbuildings on this,ep060
1143,property,ep060
1146,they'll make having livestock and,ep060
1149,growing plants really easy Wow what up,ep060
1152,closer this is the River Gorge right,ep060
1155,there yeah that's pretty sweet,ep060
1158,not a big fan of the wooden exterior,ep060
1161,it's a three-bedroom two-and-a-half-bath,ep060
1164,"it's a little over 1,600 square feet and",ep060
1167,"the price is at $400,000 that's right at",ep060
1170,the top of our budget,ep060
1173,yeah it's pretty expensive there's a lot,ep060
1176,of outbuildings on this property and,ep060
1179,they're worth a lot of money so that,ep060
1182,really has to be taken into,ep060
1185,consideration when you're looking at the,ep060
1188,"price tag of $400,000 like that you can",ep060
