start,uniqueID,text
137,ep150,(Danielle) IS THAT SOMETHING THAT WE COULD HAVE SOME SAY IN?
138,ep150,YES... COULD ALWAYS WRITE THAT IN THAT YOU WANT SOME SAY.
139,ep150,AND IT HAS A NICE TWO-CAR GARAGE.
140,ep150,ONE THING ABOUT THIS IS IT DOES HAVE A SEPARATE DEN FROM THE LIVING ROOM.
141,ep150,LET'S COME ON IN AND LOOK AT THE INSIDE.
142,ep150,ONE THING GREAT ABOUT NEW CONSTRUCTION IS YOU CAN PICK OUT YOUR OWN COLORS OF PAINT AND YOUR CARPET.
143,ep150,"YOU COULD PUT HARDWOODS IN, IF YOU WANTED."
144,ep150,"(Mom) DON'T FORGET TO LOOK OUT THE WINDOWS, (Mom) DON'T FORGET TO LOOK OUT THE WINDOWS, RIGHT."
145,ep150,RIGHT. THIS IS WHAT YOU'RE GOING TO BE LOOKING AT.
146,ep150,(Terry) YEAH...
147,ep150,THERE ARE APARTMENT BUILDINGS NEXT DOOR AND ACROSS THE STREET.
148,ep150,"WELL, LET'S JUST GO ON AND LOOK AT THE REST OF THE HOUSE."
149,ep150,THIS HAS A SEPARATE FAMILY ROOM AND LIVING ROOM.
150,ep150,LOOK AT THIS...
151,ep150,LOOK AT THE MASTER.
152,ep150,AND HERE WE HAVE THE MASTER BATH.
153,ep150,SO WHAT DO YOU THINK ABOUT THE SIZE?
154,ep150,(Jay) IT'S A NICE BATH.
155,ep150,THEY'LL PROBABLY PUT A REALLY BIG TUB IN THERE.
156,ep150,BUT IT'S GOT THE NICE BIG WINDOW THAT LOOKS OUT OVER TO THE BACKYARD.
157,ep150,"(Mom) DON'T FORGET, IT LOOKS BIGGER BECAUSE THERE ARE NO WALLS UP."
158,ep150,"YOU ALSO HAVE NO FURNITURE IN HERE, EITHER."
159,ep150,"YOU ALSO HAVE NO FURNITURE IN HERE, EITHER."
160,ep150,"YEAH. SO FAR, THIS IS THE BEST HOME THEY'VE SEEN, BUT IT'S STILL LACKING MANY OPTIONS, LIKE A THIRD BEDROOM, WHICH JAY AND DANIELLE ORIGINALLY WANTED IN A HOME."
161,ep150,"(Terry) WELL, WHAT DID YOU THINK?"
162,ep150,(Danielle) I DON'T KNOW.
163,ep150,(Jay) I THINK WE SHOULD KEEP LOOKING.
164,ep150,"(Suzanne) WHEN WE RETURN, JAY AND DANIELLE'S SEARCH FOR THEIR DREAM HOME TAKES A SURPRISING TWIST BECAUSE OF JAY'S PARENTS, WHEN HOUSE HUNTERS CONTINUES."
165,ep150,♪♪ WELCOME BACK TO HOUSE HUNTERS.
166,ep150,I'M SUZANNE WHANG.
167,ep150,NEWLYWEDS JAY AND DANIELLE WILLIAMS HAVE JUST BEGUN THEIR SEARCH FOR A HOUSE.
168,ep150,"THIS MOTIVATED AND ORGANIZED COUPLE KNOWS EXACTLY WHAT THEY'RE LOOKING FOR, BUT WITH HOME PRICES IN THE AREA SO HIGH, THEY'RE BEGINNING TO THINK THEY'LL HAVE TO MAKE SOME SERIOUS COMPROMISES."
169,ep150,JAY'S PARENTS ARE IN TOWN FOR A VISIT AND ARE SURPRISED AT HOW LITTLE THE COUPLE'S DOWN PAYMENT WILL BUY THEM.
170,ep150,THE WHOLE GROUP IS A LITTLE DISHEARTENED AT JAY AND DANIELLE'S PROSPECTS.
171,ep150,(Mom) I DON'T KNOW...
172,ep150,"TELL ME A LITTLE BIT MORE ABOUT HOW YOU CAME UP WITH THE PRICE, HOW MUCH MONEY YOU COULD AFFORD."
173,ep150,"WELL, WE JUST SORT OF CALCULATED ALL OF OUR FINANCES AND TALKED TO TERRY AND PUT TOGETHER A LITTLE WORKSHEET ABOUT HOW MUCH MONEY WE GOT EACH MONTH, AND HOW MUCH MONEY WE COULD SPEND EACH MONTH, AND THEN HOW MUCH MONEY A LENDER WOULD BE WILLING TO GIVE US."
174,ep150,"AND THEN DETERMINED HOW MUCH MONEY WE COULD GIVE IN A DOWN PAYMENT, AND THAT CAME OUT TO THE TYPE OF HOUSE THAT WE'VE BEEN LOOKING AT."
175,ep150,"WHAT WOULD YOU SAY IF YOUR MOTHER AND I-- YOU KNOW, WE CHATTED ABOUT IT A BIT-- IF WE HELPED YOU WITH THE DOWN PAYMENT?"
176,ep150,WOULD THAT BE HELPFUL?
177,ep150,THAT WOULD BE GREAT!
178,ep150,"I MEAN, WE WOULD LOVE THAT, BECAUSE WE WOULD BE ABLE TO FIND A MUCH NICER HOME."
179,ep150,"I MEAN, WE'D BE ABLE TO GO INTO A BETTER RANGE OF HOUSES WHERE THERE'S MORE POSSIBILITIES."
180,ep150,WHERE THERE'S MORE POSSIBILITIES.
181,ep150,"THAT WOULD BE REALLY, REALLY GREAT!"
182,ep150,"THAT WOULD BE REALLY, REALLY GREAT!"
183,ep150,IT WOULD BE GREAT.
184,ep150,"I KNOW YOU'VE DONE A LOT OF WORK TO GET THIS FAR, AND I REALLY FEEL BADLY ABOUT TELLING YOU TO SCRUB IT ALL AND JUST GO OUT AND DO IT AGAIN."
185,ep150,THAT'S FINE!
186,ep150,THAT'S FINE!
187,ep150,"NO, NO, THAT'S FINE!"
188,ep150,"NO, NO, THAT'S FINE!"
189,ep150,WE'LL GO OUT AND DO IT AGAIN!
190,ep150,WE'LL GO OUT AND DO IT AGAIN!
191,ep150,THAT'S FINE!
192,ep150,THAT'S FINE!
193,ep150,"IT'S TOUGH TO START OVER, BUT..."
194,ep150,"IT'S TOUGH TO START OVER, BUT..."
195,ep150,I DON'T MIND.
196,ep150,I DON'T MIND.
197,ep150,"(Terry) HI, GUYS..."
198,ep150,HOW ARE YOU?
199,ep150,IT'S GOOD TO SEE YOU.
200,ep150,"(Suzanne) WITH RENEWED ENTHUSIASM AND A 30% LARGER DOWN PAYMENT, THE WILLIAMS, ONCE AGAIN, PAY THEIR REALTOR, TERRY FORD, A VISIT."
201,ep150,(Terry) I'M VERY EXCITED ABOUT WHAT I'VE GOT TO SHOW YOU TODAY.
202,ep150,ALL RIGHT.
203,ep150,ALL RIGHT.
204,ep150,GREAT. LET'S JUST SIT DOWN AND GO OVER IT.
205,ep150,I WAS SO THRILLED THAT WE MOVED UP INTO ANOTHER PRICE RANGE.
206,ep150,"YEAH, SO WERE WE."
207,ep150,"YEAH, SO WERE WE."
208,ep150,"WE ARE, TOO."
209,ep150,"WE ARE, TOO."
210,ep150,I THINK YOU'RE GONNA BE REALLY THRILLED WITH WHAT I'M GONNA SHOW YOU TODAY.
211,ep150,WITH WHAT I'M GONNA SHOW YOU TODAY.
212,ep150,"GREAT. IS A COUPLE OF HOUSES WE'RE GONNA GO TO FIRST, BUT ONE THAT I REALLY THINK YOU'RE GONNA FALL IN LOVE WITH THAT I'M GONNA SHOW YOU LAST."
213,ep150,THAT I'M GONNA SHOW YOU LAST.
214,ep150,OKAY. RIGHT.
215,ep150,NICE QUIET STREET.
216,ep150,HAS A TWO- CAR GARAGE.
217,ep150,"(Suzanne) WITH THEIR FAMILY'S HELP, JAY AND DANIELLE HAVE OVERCOME THEIR BIGGEST OBSTACLE TO BUYING THE HOUSE OF THEIR DREAMS."
218,ep150,NOW THEY JUST HAVE TO FIND IT.
219,ep150,(Terry) OKAY...
220,ep150,COME ON IN.
221,ep150,HAS THE SMOOTH CEILINGS ALREADY AND BRAND-NEW CARPET.
222,ep150,(Jay) IT'S VERY NICE...
223,ep150,IT'S VERY OPEN.
224,ep150,YEAH... A VERY LARGE ROOM.
225,ep150,OKAY... HERE IS THE KITCHEN.
226,ep150,IT'S REALLY BRIGHT AND BIG...
227,ep150,HUH? WOW!
228,ep150,"OH, WOW!"
229,ep150,YEAH... NICE.
230,ep150,YEAH... NICE.
231,ep150,THIS IS SO MUCH BETTER THAN THE OTHER ONES WE SAW.
232,ep150,IT HAS A DISHWASHER.
233,ep150,IT HAS A DISHWASHER.
234,ep150,THE COUNTERTOPS COULD BE REPLACED.
235,ep150,THE COUNTERTOPS COULD BE REPLACED.
236,ep150,"YEAH, THAT'S TRUE, AND IT DOES NEED A LITTLE BIT OF UPDATING."
237,ep150,"THERE'S A LOT OF CABINETS, THOUGH."
238,ep150,(Suzanne) JAY AND DANIELLE ARE RELIEVED TO FINALLY BE LOOKING AT HOMES THEY COULD SEE THEMSELVES LIVING IN.
239,ep150,"(Terry) LET'S GO OUTSIDE HERE, SEE THE POOL."
240,ep150,SO THERE'S NO YARD.
241,ep150,SO THERE'S NO YARD.
242,ep150,YEAH... REALLY THINK THAT A POOL YEAH...
243,ep150,I REALLY THINK THAT A POOL IS NOT WHAT WE'RE LOOKING FOR RIGHT NOW.
244,ep150,IS NOT WHAT WE'RE LOOKING FOR RIGHT NOW.
245,ep150,YEAH. A LOT OF MAINTENANCE.
246,ep150,IT'S A LOT OF MAINTENANCE.
247,ep150,YEAH. IT'S NICE.
248,ep150,"(Suzanne) THOUGH THIS HOUSE IS PROMISING, THE WILLIAMS ARE REALLY LOOKING FORWARD TO SEEING THE FINAL HOUSE ON THEIR LIST, THE ONE TERRY THINKS IS A WINNER."
249,ep150,"(Jay) OH, I THINK IT'S GOT A LOT OF POSSIBILITIES."
250,ep150,"YEAH, IT'S NICE..."
251,ep150,IT'S REALLY NICE.
252,ep150,"IT IS A NICE HOUSE, BUT WE HAVE ONE MORE BEFORE I SHOW YOU YOUR DREAM HOUSE."
253,ep150,(Suzanne) JAY AND DANIELLE'S EXCITEMENT GROWS AS THEY HIT THE SECOND HOUSE ON THE TOUR.
254,ep150,(Terry) THIS NEIGHBORHOOD IS GREAT.
255,ep150,IT'S REALLY RARE THAT SOMETHING'S ON THE MARKET.
256,ep150,NOBODY LEAVES.
257,ep150,LET'S GO IN AND LOOK.
258,ep150,BATHROOM'S IN GOOD SHAPE.
259,ep150,(Danielle) NEEDS A NEW DOOR.
260,ep150,(Danielle) NEEDS A NEW DOOR.
261,ep150,NEEDS A NEW DOOR.
262,ep150,NEEDS A NEW DOOR.
263,ep150,OKAY. IT'S GOT POSSIBILITY...
264,ep150,YEAH. IT'S GOT POSSIBILITY...
265,ep150,"YEAH. THINK THIS COULD BE THE MASTER, 'CAUSE I THINK THIS IS THE LARGEST BEDROOM."
266,ep150,(Danielle) IT'S VERY BRIGHT...
267,ep150,THIS IS SO NICE.
268,ep150,"(Jay) YEAH, THIS IS REALLY CLOSE TO WHAT WE WANT."
269,ep150,I'M SO GLAD WE MOVED UP.
270,ep150,I'M SO GLAD WE MOVED UP.
271,ep150,I'M SO GLAD.
272,ep150,I'M SO GLAD.
273,ep150,IT'S SO NICE TO SEE SMILES ON YOUR FACE.
274,ep150,"OH, WOW, WHAT A NICE BACKYARD."
275,ep150,"OH, WOW, WHAT A NICE BACKYARD."
276,ep150,"OH, IT'S BIG."
277,ep150,"OH, IT'S BIG."
278,ep150,YEAH. REALLY PRETTY.
279,ep150,IT'S REALLY PRETTY.
280,ep150,REALLY NICE.
281,ep150,I THINK I SEE A LEMON TREE OVER THERE.
282,ep150,"OH, YEAH."
283,ep150,"OH, YEAH."
284,ep150,"OH, IT'S NICE."
285,ep150,"OH, IT'S NICE."
286,ep150,AND THEN THE TWO- CAR GARAGE IS HERE.
287,ep150,"OH, GREAT."
288,ep150,"OH, GREAT."
289,ep150,"OH, YEAH..."
290,ep150,"A NICE, BIG GARAGE."
291,ep150,"OH, YEAH..."
292,ep150,"A NICE, BIG GARAGE."
293,ep150,"YEAH, IT LOOKS REALLY BIG."
294,ep150,IT LOOKS OVERSIZED.
295,ep150,IT LOOKS OVERSIZED.
296,ep150,"YEAH, WE COULD PUT BOTH OUR CARS IN THERE."
297,ep150,"YEAH, WE COULD PUT BOTH OUR CARS IN THERE."
298,ep150,EASY... A WORKBENCH.
299,ep150,AND A WORKBENCH.
300,ep150,"WELL, YOU KNOW WHERE WE'RE GOING NOW, DON'T YOU?"
301,ep150,YEAH. DREAM HOUSE.
302,ep150,YES. DREAM HOUSE.
303,ep150,YES. RIGHT.
304,ep150,ALL RIGHT.
305,ep150,I'M REAL EXCITED ABOUT THIS ONE.
306,ep150,I'M REAL EXCITED ABOUT THIS ONE.
307,ep150,"(Suzanne) AFTER TERRY'S BIG BUILD-UP, WILL JAY AND DANIELLE'S DREAM HOUSE DELIVER?"
308,ep150,(Danielle) IT'S BEAUTIFUL OUTSIDE.
309,ep150,"(Jay) OH, IT'S GREAT LANDSCAPING..."
310,ep150,YEAH. VERY NICE.
311,ep150,(Terry) VERY NICE.
312,ep150,I LIKE THE GARDENING.
313,ep150,I LIKE THE GARDENING.
314,ep150,COME ON IN...
315,ep150,I THINK YOU'RE REALLY GONNA LIKE THIS.
316,ep150,IT'S SO BRIGHT!
317,ep150,LOOK HOW BIG IT IS.
318,ep150,LOOK HOW BIG IT IS.
319,ep150,"OH, IT'S REALLY BIG..."
320,ep150,YEAH. IT'S REALLY BIG...
321,ep150,YEAH. IS THE LIVING ROOM.
322,ep150,I WANT YOU TO LOOK BEYOND ALL OF THE MESS.
323,ep150,"THE SELLERS ARE IN THE PROCESS OF PREPARING THE HOUSE FOR SALE, SO IT'S OFFICIALLY NOT ON THE MARKET YET."
324,ep150,SO YOU ARE THE FIRST COUPLE IN.
325,ep150,GREAT. IS BEAUTIFUL.
326,ep150,THIS IS BEAUTIFUL.
327,ep150,"SO IT'S A LITTLE IN THE ROUGH STAGE, SO IT'S A LITTLE IN THE ROUGH STAGE, BUT THEY'RE GONNA PAINT AND..."
328,ep150,BUT THEY'RE GONNA PAINT AND...
329,ep150,"OH, MY GOD!"
330,ep150,"OH, MY GOD!"
331,ep150,IT'S GOT SO MUCH POTENTIAL.
332,ep150,IT'S GOT SO MUCH POTENTIAL.
333,ep150,LET'S GO TO THE KITCHEN.
334,ep150,LET'S GO TO THE KITCHEN.
335,ep150,I THINK IT'S EXACTLY THE KIND OF KITCHEN YOU TOLD ME YOU WERE INTERESTED IN.
336,ep150,YOU TOLD ME YOU WERE INTERESTED IN.
337,ep150,ALL RIGHT.
338,ep150,ALL RIGHT.
339,ep150,GREAT. ON.
340,ep150,OKAY... ON.
341,ep150,"OKAY, HERE IT IS."
342,ep150,LOOK AT THIS!
343,ep150,LOOK AT THIS!
344,ep150,WHAT DO YOU THINK?
345,ep150,WHAT DO YOU THINK?
346,ep150,"OH, IT'S WONDERFUL!"
347,ep150,TURN AROUND.
348,ep150,"OH, WOW!"
349,ep150,THIS IS LIKE A FAMILY ROOM...
350,ep150,THIS IS LIKE A FAMILY ROOM...
351,ep150,YEAH. THE KITCHEN.
352,ep150,WITH THE KITCHEN.
353,ep150,"OH, SO LIKE WHEN YOU HAVE PEOPLE OVER, THEY CAN BE IN HERE, AND YOU'RE NOT STUCK IN THE KITCHEN ALL ALONE."
354,ep150,THIS IS GREAT.
355,ep150,THIS IS GREAT.
356,ep150,THAT'S SO NICE.
357,ep150,THAT'S SO NICE.
358,ep150,I TOLD YOU YOU'D LOVE IT.
359,ep150,"WELL, THIS IS THE MASTER."
360,ep150,WHAT DO YOU THINK?
361,ep150,WHAT DO YOU THINK?
362,ep150,IT'S HUGE!
363,ep150,IT'S HUGE!
364,ep150,IT'S ENORMOUS!
365,ep150,YOU COULD PUT ALL OF OUR FURNITURE IN HERE.
366,ep150,YOU COULD PUT ALL OF OUR FURNITURE IN HERE.
367,ep150,AND THEN SOME.
368,ep150,AND THEN SOME.
369,ep150,IT'S BEAUTIFUL!
370,ep150,IT'S BEAUTIFUL!
371,ep150,ISN'T IT NICE?
372,ep150,ISN'T IT NICE?
373,ep150,IT'S REALLY GREAT!
374,ep150,IT'S REALLY GREAT!
375,ep150,I KNOW...
376,ep150,I LOVE THIS HOUSE.
377,ep150,I KNOW...
378,ep150,I LOVE THIS HOUSE.
379,ep150,"(Suzanne) THE HOUSE SURROUNDS THE BACKYARD AND PATIO, MAKING IT PERFECT FOR ENTERTAINING."
380,ep150,"(Jay) OH, IT'S SO PRETTY."
381,ep150,IT'S BEAUTIFUL.
382,ep150,IT'S BEAUTIFUL.
383,ep150,IT'S VERY...
384,ep150,IT'S VERY...
385,ep150,"I MEAN, IT'S GREAT FOR ENTERTAINING."
386,ep150,YOU HAVE THE PASS- THROUGH WINDOW HERE FROM THE KITCHEN THAT BRINGS DRINKS AND EVERYTHING OUT TO YOUR GUESTS.
387,ep150,THE WINDOW AND THE DOOR OUT FROM THE GUEST BEDROOM FROM THE DEN AND FROM THE MASTER...
388,ep150,"IT'S VERY, VERY WELL LAID OUT."
389,ep150,(Suzanne) TERRY KNOWS THIS IS A BIG DECISION FOR THE COUPLE AND GIVES JAY AND DANIELLE SOME TIME TO REALLY THINK ABOUT THE HOUSE.
390,ep150,SO WHAT DO YOU THINK?
391,ep150,I REALLY LIKE IT.
392,ep150,I REALLY LOVE THE KITCHEN.
393,ep150,IT'S WONDERFUL.
394,ep150,"I LOVE THE WAY THE FAMILY ROOM AND THE KITCHEN ARE THE SAME, AND YOU CAN ENTERTAIN AND NOT BE STUCK IN THE BACK."
395,ep150,AND IT'S REALLY SPACIOUS AND WELL LAID OUT AND THE DISHWASHER.
396,ep150,AND THE DISHWASHER.
397,ep150,I KNOW...
398,ep150,I LOVE ALL THE BEDROOMS.
399,ep150,I KNOW...
400,ep150,I LOVE ALL THE BEDROOMS.
401,ep150,"I MEAN, I LOVE THE FACT THAT THERE ARE THREE BEDROOMS, AND THAT THE MASTER BEDROOM IS HUGE, AND IT'S GOT THIS GREAT WINDOW, TOO, THAT OPENS UP TO THE PRETTY PATIO."
402,ep150,THAT OPENS UP TO THE PRETTY PATIO.
403,ep150,IT'S VERY BRIGHT...
404,ep150,IT'S VERY BRIGHT...
405,ep150,AND YOUR TWO-CAR GARAGE.
406,ep150,(Suzanne) IT DOESN'T TAKE LONG FOR THIS DECISIVE COUPLE TO FIGURE OUT THAT THIS HOUSE HAS IT ALL.
407,ep150,(Jay) WE REALLY LIKE IT A LOT.
408,ep150,(Danielle) IT'S GREAT.
409,ep150,(Danielle) IT'S GREAT.
410,ep150,(Terry) I KNOW.
411,ep150,WELCOME TO (Terry) I KNOW.
412,ep150,IT IS THE BEST THING WE'VE SEEN.
413,ep150,"UM, I THINK WE WANNA MAKE AN OFFER ON IT."
414,ep150,GREAT... AM SO EXCITED FOR YOU.
415,ep150,THIS IS THE HOUSE FOR YOU...
416,ep150,I KNOW IT IS.
417,ep150,IT'S GREAT.
418,ep150,IT'S GREAT.
419,ep150,LET'S GO BACK TO THE OFFICE AND DO IT.
420,ep150,LET'S GO BACK TO THE OFFICE AND DO IT.
421,ep150,OKAY. RIGHT?
422,ep150,OKAY. RIGHT?
423,ep150,ALL RIGHT?
424,ep150,LET'S GO...
425,ep150,I'M SO THRILLED.
426,ep150,"(Suzanne) BACK AT THE OFFICE, TERRY HELPS JAY AND DANIELLE STRUCTURE AN OFFER THEY HOPE WILL GET THE YOUNG COUPLE THE HOUSE OF THEIR DREAMS."
427,ep150,"THE HOUSE HAS GONE ON THE MARKET, AND THE WILLIAMS ARE NOT THE ONLY ONES TO HAVE MADE AN OFFER."
428,ep150,WILL THEY BE THE LUCKY BUYERS?
429,ep150,FIND OUT NEXT ON HOUSE HUNTERS.
430,ep150,♪♪ WELCOME BACK TO HOUSE HUNTERS.
431,ep150,"AFTER INCREASING THEIR BUDGET WITH SOME FINANCIAL HELP FROM THEIR FAMILY, JAY AND DANIELLE WILLIAMS HAVE FINALLY FOUND A HOME THAT HAS EVERYTHING ON THEIR LIST."
432,ep150,"THE COUPLE'S REALTOR, TERRY FORD, HAS MADE AN OFFER ON THEIR NEW HOUSE."
433,ep150,NOW ALL THEY CAN DO IS WAIT FOR AN ANSWER.
434,ep150,JAY AND DANIELLE ARE IN THE NEIGHBORHOOD AND CAN'T RESIST STOPPING IN TO SEE IF TERRY HAS HEARD ANYTHING YET.
435,ep150,WE'RE HERE TO SEE TERRY FORD...
436,ep150,IS SHE AROUND?
437,ep150,"HI, GUYS..."
438,ep150,HOW ARE YOU?
439,ep150,"HI, GUYS..."
440,ep150,HOW ARE YOU?
441,ep150,HI. ARE YOU?
442,ep150,HOW ARE YOU?
443,ep150,GOOD... ARE YOU?
444,ep150,GOOD... ARE YOU?
445,ep150,DOING GOOD.
446,ep150,DOING GOOD.
447,ep150,GOOD TO SEE YOU.
448,ep150,GOOD TO SEE YOU.
449,ep150,"NICE TO SEE YOU, TOO."
450,ep150,"NICE TO SEE YOU, TOO."
451,ep150,SO? DON'T KNOW ANYTHING YET.
452,ep150,I DON'T KNOW ANYTHING YET.
453,ep150,"WE WERE JUST DRIVING AROUND, SO WE THOUGHT WE'D STOP BY."
454,ep150,I'M STILL WAITING.
455,ep150,I'M STILL WAITING.
456,ep150,"OKAY. I HAVE REAL GOOD WARM AND FUZZIES ABOUT IT, AND I'M GONNA CALL YOU THE MINUTE I HEAR."
457,ep150,AND I'M GONNA CALL YOU THE MINUTE I HEAR.
458,ep150,OKAY. PROMISE.
459,ep150,I PROMISE.
460,ep150,YOU CAN CALL ME ON MY CELL PHONE.
461,ep150,YOU CAN CALL ME ON MY CELL PHONE.
462,ep150,OKAY... RIGHT.
463,ep150,ALL RIGHT.
464,ep150,I'LL TRY YOU FIRST ON YOUR CELL AND THEN AT HOME.
465,ep150,OKAY... I PROMISE I'LL CALL YOU THE MINUTE I HEAR.
466,ep150,BUT I PROMISE I'LL CALL YOU THE MINUTE I HEAR.
467,ep150,ALL RIGHT.
468,ep150,ALL RIGHT.
469,ep150,"OKAY. TALK TO YOU SOON, I'M SURE."
470,ep150,"WE'LL TALK TO YOU SOON, I'M SURE."
471,ep150,OKAY. YOU LATER.
472,ep150,SEE YOU LATER.
473,ep150,BYE. YOU.
474,ep150,THANK YOU.
475,ep150,UH-HUH. WELL.
476,ep150,"OH, WELL."
477,ep150,I'M SURE SHE'LL CALL US SOON.
478,ep150,I'M SURE SHE'LL CALL US SOON.
479,ep150,I HOPE SO.
480,ep150,I REALLY LOVE THAT HOUSE.
481,ep150,I REALLY LOVE THAT HOUSE.
482,ep150,YEAH... TOO.
483,ep150,YEAH... TOO.
484,ep150,SO WHERE DO YOU WANNA GO TO LUNCH?
485,ep150,SO WHERE DO YOU WANNA GO TO LUNCH?
486,ep150,I DON'T CARE.
487,ep150,I DON'T CARE.
488,ep150,WHAT DO YOU WANT?
489,ep150,WHAT DO YOU WANT?
490,ep150,I DON'T KNOW.
491,ep150,I DON'T KNOW.
492,ep150,HOW ABOUT A CHEESEBURGER?
493,ep150,HOW ABOUT A CHEESEBURGER?
494,ep150,THAT SOUNDS GOOD ACTUALLY.
495,ep150,THAT SOUNDS GOOD ACTUALLY.
496,ep150,(cell phone ringing) OH...
497,ep150,YOU WANNA GET THAT?
498,ep150,YEAH. IT HER?
499,ep150,IS IT HER?
500,ep150,YEAH. GOT IT?
501,ep150,WE GOT IT?
502,ep150,YEAH! RIGHT!
503,ep150,ALL RIGHT!
504,ep150,"OH, MY GOD..."
505,ep150,"YES, WE GOT IT!"
506,ep150,WE GOT IT...
507,ep150,YEAH! GOT IT...
508,ep150,YEAH! THAT IS SO GREAT!
509,ep150,"OH, THAT IS SO GREAT!"
510,ep150,THANK YOU.
511,ep150,SO DO YOU NEED US TO COME BACK TO THE OFFICE?
512,ep150,OKAY... SEE YOU IN A LITTLE BIT.
513,ep150,THANK YOU...
514,ep150,BYE. GOT IT!
515,ep150,WE GOT IT!
516,ep150,WE GOT IT!
517,ep150,WE GOT IT!
518,ep150,"OH, MY GOD!"
519,ep150,"OH, MY GOD!"
520,ep150,THAT'S AWESOME!
521,ep150,THAT'S AWESOME!
522,ep150,"OH, YES!"
523,ep150,"(Suzanne) AFTER LOOKING AT NINE HOMES, CHANGING THEIR PRICE RANGE, THEN TOURING THREE MORE, THE WILLIAMS HAVE FINALLY GOTTEN THEIR DREAM HOUSE, AND THEY COULDN'T BE HAPPIER WITH THE WAY THINGS TURNED OUT."
524,ep150,"IT'S A REALLY LOVELY WARM SPACE, AND I'M VERY HAPPY WITH IT, SO THAT'S BETTER THAN WHAT I EXPECTED TO FIND, WHICH IS WONDERFUL."
525,ep150,"AND WE WANTED A YARD, AND WE GOT..."
526,ep150,IT'S A NICE YARD.
527,ep150,IT'S A NICE YARD.
528,ep150,"YEAH, IT'S A NICE YARD."
529,ep150,"YEAH, IT'S A NICE YARD."
530,ep150,"AND IT'S GREAT FOR THE LAYOUT OF THE HOUSE, BECAUSE IT'S SO ACCESSIBLE FROM EVERY ROOM, AND IT'S VERY INVITING."
531,ep150,"IT'S A REAL OPEN, WARM HOUSE."
532,ep150,(Jay) IT'S REALLY GREAT THAT NOW I DON'T HAVE TO PARK MY CAR IN THE STREET AND HAVE TO WORRY ABOUT FINDING A PLACE TO WASH IT.
533,ep150,"I CAN JUST PULL RIGHT OUT OF MY GARAGE INTO MY DRIVEWAY AND PULL OUT THE HOSE AND JUST WASH MY CAR, WHICH IS GREAT."
534,ep150,"(Suzanne) AND INSIDE, THERE'S PLENTY OF ROOM FOR ALL OF JAY AND DANIELLE'S THINGS."
535,ep150,"FROM THE LIVING ROOM TO THE MASTER BEDROOM, IT'S A PERFECT FIT."
536,ep150,"WANTING TO THANK JAY'S PARENTS FOR THEIR HELP, THE COUPLE SENDS THEM A THANK-YOU NOTE AND A SNAPSHOT OF THEIR NEW HOME VIA E-MAIL."
537,ep150,WHICH PHOTO DO YOU WANNA SEND TO MY PARENTS?
538,ep150,I LIKE THIS ONE.
539,ep150,I LIKE THIS ONE.
540,ep150,OKAY. ME PUT THAT IN THE SCANNER.
541,ep150,ALL RIGHT.
542,ep150,SCAN AN IMAGE.
543,ep150,THAT LOOKS GOOD.
544,ep150,THAT LOOKS GOOD.
545,ep150,LIKE THAT?
546,ep150,LIKE THAT?
547,ep150,YEP. BE THEIR FIRST VIEW OF THE HOUSE.
548,ep150,THIS'LL BE THEIR FIRST VIEW OF THE HOUSE.
549,ep150,IT'LL INSPIRE THEM TO COME BACK OUT AND WANNA SEE IT.
550,ep150,"SO WE'RE PLEASED, 'CAUSE I DON'T THINK WE'RE GONNA OUTGROW THIS HOUSE..."
551,ep150,NO. A LONG TIME.
552,ep150,FOR A LONG TIME.
553,ep150,"THERE'S A LOT OF POTENTIAL FOR EXPANDING IT, TOO, IF WE NEED TO DO THAT."
554,ep150,IF WE NEED TO DO THAT.
555,ep150,YEAH. GONNA HAVE A LOT OF FUN AND A LOT OF TIME IN THIS HOUSE.
556,ep150,"YEAH. DANIELLE AND JAY, SETTLING IN HAS BEEN THE EASIEST PART OF BUYING A HOME."
557,ep150,"AFTER A LONG AND OFTEN FRUSTRATING SEARCH, THIS HAPPY COUPLE IS ENJOYING HAVING A HOME OF THEIR OWN."
558,ep150,I'M SUZANNE WHANG...
559,ep150,THANKS FOR WATCHING.
560,ep150,"Captioning provided by Scripps Networks, Inc."
561,ep150,"Captioned by Closed Captioning Services Inc, Grand Rapids, MI."
562,ep150,♪♪ ♪♪
1,ep151,HOUSE HUNTERS.
2,ep151,I'M SUZANNE WHANG.
3,ep151,BRAD AND CYNDE CARLEY ARE TRYING TO ADD SOME STABILITY TO THEIR LIVES.
4,ep151,THIS BUSY COUPLE COMMUTES CROSS-COUNTRY BUT WANTS TO BUY A WEST COAST CONDO THAT WILL INSPIRE THEM TO SETTLE DOWN.
5,ep151,THE TRICK IS THAT THEY HAVE TO DO IT DURING THE ONE WEEK OUT OF THE MONTH WHEN THEY'RE BOTH IN THE SAME TOWN.
6,ep151,CAN BRAD AND CYNDE FIND A PLACE THAT FEELS LIKE HOME IN THE LIMITED TIME THEY HAVE TO LOOK?
7,ep151,IT'S ALL NEXT ON HOUSE HUNTERS.
8,ep151,"♪♪ (Cynde) BRAD, LOOK AT THESE CONDOS THAT CAESAR SENT OVER."
9,ep151,SOME OF THEM HAVE PICTURES.
10,ep151,"OH, GREAT!"
